Book Title,Author,ISBN,Genre,Publication Year,Language,Stock,Price (NPR),Publisher,Reorder Point
Dharma Ko Kahani,Sudeep Koirala,978-9937-838-22-7,Academic,2020,Newari,45,330.65,Bookhill,6
Man Ko Maya,Ambika Prasad Upadhyaya,978-9937-377-17-6,Non-fiction,2018,Nepali,40,1965.07,Ekta Books,10
Sathi Ra Samaya,Rupa Joshi,978-9937-158-36-2,Fiction,2023,Hindi,60,531.06,Ratna Pustak Bhandar,17
Khushi Ko Vishwa,Rajan Mukarung,978-9937-240-44-2,Non-fiction,2018,Maithili,37,529.43,Educational Publishing House,6
Bholi Ko Ramailo,Ashesh Malla,978-9937-529-38-0,Non-fiction,2022,Newari,25,594.97,Fine Print,16
Ankhako Khushi,Banira Giri,978-9937-476-58-8,Academic,2019,Newari,28,1489.47,Ratna Pustak Bhandar,8
Ghar Ko Prabhat,Bishweshwar Prasad Koirala,978-9937-631-15-0,Academic,2024,Hindi,93,1742.51,Himalayan Book Centre,10
Yatra Ko Vishwa,Krishna Kumar Bhandari,978-9937-725-41-9,Non-fiction,2020,Nepali,67,1068.9,Himalayan Book Centre,9
Bholi Ka Anand,Ravi Thapa,978-9937-913-40-2,Fiction,2023,Nepali,2,711.04,Bookhill,7
Samaya Ra Ramailo,Bhim Bahadur Koirala,978-9937-644-78-3,Children's books,2019,Nepali,5,1331.72,Fine Print,6
Katha Haru Ko Vishwa,Kedar Man Singh,978-9937-250-26-4,Non-fiction,2022,Maithili,6,1529.8,Ekta Books,18
Pani Ko Duniya,Manoj Kumar,978-9937-846-35-7,Non-fiction,2018,English,45,1833.72,Bookhill,7
Sathi Ko Khushi,Pawan Thapa,978-9937-851-33-2,Children's books,2023,Maithili,63,580.21,Bookhill,6
Man Ko Sathi,Sangita Thapa,978-9937-443-33-9,Academic,2019,Hindi,39,660.57,Ratna Pustak Bhandar,18
Maya Ko Duniya,Bishow Karma,978-9937-339-22-0,Academic,2022,Nepali,40,655.72,Ratna Pustak Bhandar,6
Aashako Manchhe,Jhamak Ghimire,978-9937-970-99-1,Academic,2023,Nepali,22,1608.67,Ratna Pustak Bhandar,13
Muktak Ko Duniya,Sudeep Koirala,978-9937-899-94-7,Children's books,2022,English,62,1401.88,Educational Publishing House,7
Mangal Ko Bato,Dinesh Raj Kafle,978-9937-715-72-2,Non-fiction,2021,Newari,29,543.61,Ratna Pustak Bhandar,7
Yug Ko Dhan,Shivaji Shrestha,978-9937-120-89-8,Children's books,2024,Nepali,48,965.61,Bookhill,7
Jindagiko Duniya,Subash Bhandari,978-9937-961-48-8,Non-fiction,2020,Hindi,95,1238.49,Ekta Books,17
Sathi Ko Ghar,Shankar Lamichhane,978-9937-506-36-8,Fiction,2023,Maithili,46,1670.83,Bookhill,5
Katha Ko Vishwa,Yogendra Kandel,978-9937-107-78-0,Children's books,2024,Maithili,28,231.66,Ratna Pustak Bhandar,13
Man Ko Paila,Geeta Tripathee,978-9937-931-68-0,Fiction,2021,Newari,81,662.77,Educational Publishing House,20
Dharma Ra Khushi,Gokul Joshi,978-9937-436-53-2,Academic,2022,Hindi,48,1824.38,Ekta Books,20
Khushi Ko Jeevan,Subin Bhattarai,978-9937-879-72-9,Academic,2024,English,60,1174.41,Nepalaya,15
Bholi Ko Maya,Shanti Thapa,978-9937-600-78-5,Fiction,2018,Hindi,26,652.43,Sajha Prakashan,18
Duniya Ko Ramailo,Bhim Bahadur Koirala,978-9937-229-34-5,Children's books,2020,Nepali,4,495.78,Sajha Prakashan,17
Samaya Ko Ramailo,Kamala Panta,978-9937-828-23-0,Academic,2023,English,41,343.29,Sajha Prakashan,14
Ghar Ko Sahar,Narayan Wagle,978-9937-760-84-8,Non-fiction,2019,English,60,1527.59,Sajha Prakashan,9
Yatra Ra Samasya,Kedar Man Singh,978-9937-902-72-5,Academic,2023,Nepali,99,1134.13,Pragya Publications,10
Pani Ko Ramailo,Aastha Sharma,978-9937-109-72-3,Fiction,2018,Maithili,73,1971.86,Mandala Book Point,18
Anand Ko Sathi,Sangita Thapa,978-9937-559-84-7,Fiction,2019,English,57,1991.4,Himalayan Book Centre,17
Katha Ko Prakash,Rajan Mukarung,978-9937-541-67-4,Academic,2021,Maithili,69,1576.22,Mandala Book Point,19
Maya Ko Samaya,Nisha Kharel,978-9937-610-66-4,Fiction,2024,Nepali,22,561.92,Nepalaya,20
Khushi Ra Samaya,Ramesh Rathi,978-9937-584-26-4,Fiction,2022,Maithili,62,485.38,Bookhill,6
Yatra Ra Duniya,Bhim Bahadur Koirala,978-9937-133-64-0,Fiction,2020,English,38,1029.99,Mandala Book Point,8
Dhaak Ko Sathi,Ramesh Rathi,978-9937-407-85-8,Fiction,2024,Maithili,80,337.62,Fine Print,10
Man Ko Vishwa,Dinesh Raj Kafle,978-9937-592-15-6,Academic,2020,Hindi,16,904.74,Ekta Books,17
Samaya Ma Duniya,Yogendra Kandel,978-9937-689-90-1,Academic,2023,Hindi,98,783.56,Nepalaya,12
Bhul Ko Ghar,Kamal Narayan Khand,978-9937-380-66-5,Academic,2018,Maithili,17,1420.07,Bookhill,17
Katha Ra Khushi,Ramesh Bikal,978-9937-171-60-4,Non-fiction,2022,Hindi,35,539.89,Educational Publishing House,6
Samaya Ko Bato,Sangita Thapa,978-9937-959-25-8,Non-fiction,2020,English,97,1538.98,Educational Publishing House,19
Aama Ko Ghar,Girija Prasad Joshi,978-9937-568-27-2,Fiction,2021,Nepali,94,614.22,Pragya Publications,19
Mangal Ko Duniya,Girija Prasad Joshi,978-9937-127-41-2,Children's books,2024,Maithili,29,1702.03,Educational Publishing House,19
Kahani Ko Ramailo,Subash Bhandari,978-9937-170-47-4,Fiction,2024,Nepali,30,882.59,Bookhill,12
Sathi Ko Ramailo,Bishweshwar Prasad Koirala,978-9937-377-11-0,Academic,2021,Hindi,88,744.55,Mandala Book Point,19
Man Ko Anand,Jhamak Ghimire,978-9937-564-96-3,Children's books,2021,Nepali,100,895.09,Ratna Pustak Bhandar,11
Yatra Ko Khushi,Nitin Sitaula,978-9937-383-99-2,Fiction,2019,Nepali,37,1938.88,Sajha Prakashan,18
Bholi Ko Ghar,Raju Kafle,978-9937-256-68-9,Children's books,2024,Hindi,16,1451.54,Educational Publishing House,6
Anand Ra Duniya,Anil Thapa,978-9937-940-19-5,Fiction,2021,Maithili,48,444.64,Fine Print,12
Maya Ko Ankh,Suman Thapa,978-9937-799-96-6,Non-fiction,2022,Maithili,54,1762.72,Nepalaya,17
Sathi Ko Jatra,Maya Sharma,978-9937-628-21-9,Fiction,2020,Nepali,90,867.04,Pragya Publications,10
Katha Ra Maya,Anita Shrestha,978-9937-914-98-1,Academic,2021,Hindi,11,1580.26,Sajha Prakashan,7
Dharma Ko Anand,Bishweshwar Prasad Koirala,978-9937-399-30-4,Children's books,2024,English,33,1271.11,Himalayan Book Centre,15
Phool Ko Katha,Buddhi Narayan Shrestha,978-9937-197-54-0,Fiction,2024,Maithili,99,676.29,Pragya Publications,8
Aasha Ko Dhan,Anita Shrestha,978-9937-644-23-8,Fiction,2019,Maithili,34,608.83,Ratna Pustak Bhandar,12
Yug Ko Paila,Kamal Narayan Khand,978-9937-537-40-9,Children's books,2019,Hindi,43,1183.25,Educational Publishing House,19
Sathi Ko Pasa,Gokul Joshi,978-9937-333-17-6,Fiction,2021,Maithili,3,1251.03,Educational Publishing House,15
Man Ko Samaya,Geeta Tripathee,978-9937-218-83-9,Fiction,2022,Nepali,35,745.03,Sajha Prakashan,12
Dhaak Ko Yatra,Samrat Upadhyay,978-9937-997-85-7,Non-fiction,2022,English,28,1178.65,Sajha Prakashan,9
Bhul Ko Ramailo,Nirakar Ghimire,978-9937-104-88-1,Academic,2019,Newari,24,416.57,Nepalaya,10
Jindagi Ko Katha,Jhamak Ghimire,978-9937-932-24-2,Non-fiction,2019,Maithili,40,1993.51,Educational Publishing House,17
Yatra Ma Maya,Krishna Bhooshan Bal,978-9937-791-56-0,Non-fiction,2021,Hindi,82,1047.43,Ratna Pustak Bhandar,15
Ghar Ko Sathi,Bhanu Aacharya,978-9937-124-31-6,Academic,2023,Hindi,87,496.63,Mandala Book Point,19
Pani Ra Maya,Anita Shrestha,978-9937-711-10-7,Academic,2019,Nepali,25,1882.62,Educational Publishing House,8
Aasha Ko Maya,Madhav Prasad Ghimire,978-9937-441-72-8,Non-fiction,2018,Maithili,32,1338.0,Ekta Books,17
Chandra Ko Katha,Ramesh Kshitij,978-9937-284-35-5,Non-fiction,2024,English,47,1171.83,Sajha Prakashan,5
Sathi Ra Anand,Yogendra Kandel,978-9937-316-67-5,Fiction,2023,Newari,66,441.21,Sajha Prakashan,11
Man Ko Duniya,Bhanubhakta Acharya,978-9937-117-33-3,Fiction,2021,English,20,1092.96,Sajha Prakashan,13
Katha Haru Ko Khushi,Ram Bahadur Chhetri,978-9937-795-36-9,Academic,2019,Newari,80,372.57,Bookhill,16
Samaya Ma Katha,Abhi Subedi,978-9937-776-66-5,Children's books,2021,English,90,454.4,Pragya Publications,11
Ghar Ko Udaan,Saroj Sharma,978-9937-768-94-9,Non-fiction,2023,English,0,395.57,Pragya Publications,12
Khushi Ra Ghar,Kiran Shrestha,978-9937-531-23-4,Academic,2020,Nepali,17,1333.93,Pragya Publications,18
Mangal Ko Maya,Arun Kumar Shrestha,978-9937-805-39-1,Non-fiction,2024,English,97,1739.77,Mandala Book Point,14
Muktak Ko Ramailo,Kedar Man Singh,978-9937-638-78-6,Fiction,2019,Hindi,11,911.95,Himalayan Book Centre,19
Yatra Ra Khushi,Phatte Bahadur Singh,978-9937-758-84-6,Academic,2024,Nepali,31,567.8,Educational Publishing House,16
Anand Ko Katha,Madhav Prasad Ghimire,978-9937-330-96-4,Academic,2023,Newari,32,423.24,Sajha Prakashan,19
Bholi Ka Sathi,Dhruba Chandra Gautam,978-9937-998-26-8,Academic,2020,Maithili,13,819.2,Mandala Book Point,12
Dhaak Ko Dhan,Purnima Acharya,978-9937-532-19-9,Fiction,2019,Newari,89,1803.32,Bookhill,17
Yatra Ko Aangan,Ramesh Kshitij,978-9937-566-21-1,Fiction,2023,Maithili,89,1932.31,Nepalaya,5
Man Ko Ghar,Shivaji Shrestha,978-9937-272-17-8,Academic,2018,Nepali,81,1117.39,Pragya Publications,12
Ankhako Sathi,Kiran Shrestha,978-9937-692-26-2,Academic,2023,Nepali,91,762.24,Sajha Prakashan,19
Duniya Ko Dhan,Deepak Sharma,978-9937-677-61-3,Academic,2022,Nepali,35,512.35,Ekta Books,8
Samaya Ko Paila,Ravi Thapa,978-9937-458-45-1,Fiction,2021,English,52,531.21,Educational Publishing House,18
Katha Ko Ankh,Nirakar Shrestha,978-9937-348-54-1,Children's books,2019,Maithili,19,453.62,Ratna Pustak Bhandar,12
Bhul Ko Yatra,Sudeep Koirala,978-9937-601-52-2,Academic,2019,Maithili,44,925.06,Pragya Publications,11
Ghar Ko Duniya,Madan Mani Dixit,978-9937-776-29-7,Non-fiction,2022,Hindi,12,1328.39,Fine Print,20
Anand Ra Yatra,Gyanendra Shrestha,978-9937-338-71-0,Non-fiction,2019,Hindi,57,280.52,Pragya Publications,14
Jatra Ko Dhan,Maya Sharma,978-9937-391-63-0,Academic,2024,Hindi,85,554.05,Ekta Books,20
Samaya Ra Sathi,Sangita Thapa,978-9937-347-86-9,Academic,2019,English,64,595.33,Mandala Book Point,7
Yatra Ma Duniya,Sudeep Koirala,978-9937-968-35-4,Academic,2019,English,28,1364.64,Ekta Books,9
Mangal Ko Ramailo,Girija Prasad Joshi,978-9937-710-11-4,Academic,2023,Newari,1,1135.96,Fine Print,10
Aasha Ko Katha,Ambika Prasad Upadhyaya,978-9937-708-37-3,Academic,2024,Hindi,91,1029.99,Ratna Pustak Bhandar,10
Sathi Ko Duniya,Pawan Thapa,978-9937-827-11-8,Non-fiction,2018,Nepali,63,441.77,Fine Print,6
Man Ko Yatra,Dhruba Chandra Gautam,978-9937-976-97-5,Fiction,2022,Newari,68,750.13,Nepalaya,15
Anand Ko Samaya,Jhamak Ghimire,978-9937-450-54-0,Non-fiction,2020,Nepali,57,566.36,Educational Publishing House,13
Katha Haru Ko Udaan,Ambika Prasad Upadhyaya,978-9937-108-38-3,Fiction,2023,Nepali,66,1520.89,Ratna Pustak Bhandar,12
Dharma Ra Ramailo,Aastha Sharma,978-9937-986-59-4,Fiction,2020,Newari,86,1899.11,Ekta Books,7
Samaya Ko Vishwa,Manoj Kumar Sitaula,978-9937-352-35-3,Academic,2023,Maithili,85,590.21,Nepalaya,12
Mangal Ko Paila,Siddhicharan Shrestha,978-9937-192-69-1,Non-fiction,2024,Newari,68,782.19,Bookhill,12
Yatra Ma Ramailo,Krishna Bhooshan Bal,978-9937-249-54-7,Academic,2022,Nepali,8,518.73,Sajha Prakashan,11
Khushi Ra Katha,Abhijit Khatri,978-9937-681-62-1,Fiction,2024,Nepali,81,806.8,Mandala Book Point,8
Dhaak Ko Duniya,Dipesh Sharma,978-9937-375-37-1,Fiction,2023,English,3,1559.62,Nepalaya,10
Ghar Ko Maya,Bhanubhakta Acharya,978-9937-768-94-8,Fiction,2024,Hindi,87,1489.45,Nepalaya,9
Bholi Ka Ghar,Subash Bhandari,978-9937-724-73-6,Academic,2019,Hindi,66,613.82,Educational Publishing House,7
Man Ko Ramailo,Purnima Acharya,978-9937-453-19-8,Children's books,2021,Nepali,75,1760.57,Educational Publishing House,6
Jindagi Ko Ramailo,Ramesh Bikal,978-9937-641-21-4,Fiction,2022,Hindi,97,1553.14,Mandala Book Point,8
Nepali Bhasha ra Sahitya,Ashesh Malla,978-9937-366-62-8,Fiction,2024,Hindi,84,842.46,Mandala Book Point,18
Mathematics for Class 10,Pratik Shrestha,978-9937-731-64-3,Fiction,2019,Maithili,26,1624.32,Educational Publishing House,20
Physics - Kramik Pathakram,Rita Thapa,978-9937-626-91-3,Fiction,2024,Maithili,74,1264.26,Educational Publishing House,12
Chemistry: Concepts and Applications,Geeta Tripathee,978-9937-766-83-6,Fiction,2019,English,82,694.32,Fine Print,19
Biology: Science and Life,Siddhicharan Shrestha,978-9937-508-51-0,Academic,2019,Maithili,44,1220.08,Nepalaya,10
History of Nepal: Ancient to Modern,Manoj Kumar,978-9937-446-99-7,Fiction,2024,Maithili,69,1988.87,Sajha Prakashan,5
Principles of Economics,Siddhicharan Shrestha,978-9937-702-43-4,Academic,2019,Nepali,10,1822.71,Sajha Prakashan,7
Fundamentals of Accounting,Yuyutsu Sharma,978-9937-298-27-7,Fiction,2020,Maithili,61,826.23,Pragya Publications,8
Business Studies: Class 12,Buddhi Narayan Shrestha,978-9937-165-82-3,Non-fiction,2023,Newari,79,1537.29,Ekta Books,7
English Grammar and Composition,Ambika Prasad Upadhyaya,978-9937-158-55-5,Non-fiction,2023,English,13,1350.28,Ekta Books,15
Computer Science: Class 11,Manoj Kumar,978-9937-950-20-6,Fiction,2022,Nepali,6,997.01,Mandala Book Point,5
Environmental Science: A Comprehensive Guide,Bhanu Aacharya,978-9937-561-89-2,Fiction,2024,Newari,41,275.04,Nepalaya,15
Introduction to Sociology,Girija Prasad Joshi,978-9937-893-61-1,Academic,2020,Hindi,55,1834.79,Mandala Book Point,13
Psychology: An Introduction,Bhim Bahadur Koirala,978-9937-990-48-1,Fiction,2022,Maithili,78,1081.37,Mandala Book Point,10
Political Science: Theory and Practice,Nayan Raj Pandey,978-9937-132-65-4,Academic,2020,Newari,65,960.79,Educational Publishing House,20
Introduction to Management,Yuyutsu Sharma,978-9937-954-27-9,Academic,2024,Maithili,70,1976.23,Mandala Book Point,11
Statistics for Business and Economics,Manjushree Thapa,978-9937-644-48-3,Non-fiction,2023,Newari,15,1169.87,Fine Print,18
Research Methodology in Social Sciences,Shankar Lamichhane,978-9937-635-67-7,Academic,2023,Hindi,61,1388.39,Nepalaya,9
Educational Psychology,Nirakar Ghimire,978-9937-596-72-6,Academic,2018,English,53,1008.99,Mandala Book Point,12
Teaching Methods and Strategies,Deepak Sharma,978-9937-913-89-1,Fiction,2020,Newari,86,1762.81,Himalayan Book Centre,13
Child Development and Learning,Rupa Joshi,978-9937-962-21-7,Academic,2024,Hindi,31,1010.57,Sajha Prakashan,12
Special Education Needs,Manoj Kumar Sitaula,978-9937-527-62-0,Children's books,2019,Nepali,0,1077.92,Himalayan Book Centre,16
Introduction to Anthropology,Anita Shrestha,978-9937-847-61-4,Academic,2019,English,24,561.02,Fine Print,18
Philosophy: An Overview,Girija Prasad Joshi,978-9937-672-97-6,Fiction,2020,Newari,99,375.94,Nepalaya,16
Contemporary Nepalese Politics,Anil Thapa,978-9937-948-78-2,Fiction,2022,Nepali,93,741.26,Pragya Publications,6
Urban Planning and Development,Maya Sharma,978-9937-987-99-4,Fiction,2020,Nepali,72,795.18,Ekta Books,6
Rural Development in Nepal,Siddhicharan Shrestha,978-9937-314-12-0,Academic,2021,Nepali,74,1449.97,Himalayan Book Centre,6
Health Education and Promotion,Abhijit Khatri,978-9937-643-25-7,Academic,2021,Newari,67,1147.55,Ekta Books,9
Financial Management: Theory and Practice,Nirakar Ghimire,978-9937-986-42-4,Fiction,2023,Newari,55,680.01,Himalayan Book Centre,12
Principles of Marketing,Ashesh Malla,978-9937-941-14-2,Fiction,2020,Newari,71,1036.77,Fine Print,17
Operations Research,Nayan Raj Pandey,978-9937-803-70-0,Fiction,2023,Nepali,67,579.12,Bookhill,10
Fundamentals of Information Technology,Bhim Bahadur Koirala,978-9937-851-73-2,Fiction,2020,Newari,86,1529.71,Educational Publishing House,18
Web Development Fundamentals,Banira Giri,978-9937-324-51-4,Academic,2021,Nepali,34,1940.69,Nepalaya,15
Digital Marketing Strategies,Ashesh Malla,978-9937-461-58-1,Fiction,2020,English,96,1176.01,Ratna Pustak Bhandar,7
Data Structures and Algorithms,Yogmaya Neupane,978-9937-554-22-5,Non-fiction,2021,Nepali,55,697.65,Fine Print,7
Software Engineering Principles,Nirakar Shrestha,978-9937-946-82-1,Fiction,2020,Nepali,80,1941.36,Educational Publishing House,16
Introduction to Artificial Intelligence,Maya Gurung,978-9937-777-54-7,Academic,2018,Nepali,0,532.21,Ekta Books,20
Machine Learning Fundamentals,Ashesh Malla,978-9937-595-74-4,Non-fiction,2018,Hindi,9,1509.23,Bookhill,11
Cloud Computing Basics,Hangyug Agyat,978-9937-896-98-9,Non-fiction,2024,Hindi,0,567.15,Sajha Prakashan,11
Cybersecurity Essentials,Bishweshwar Prasad Koirala,978-9937-295-62-8,Fiction,2018,Newari,57,1044.79,Himalayan Book Centre,18
Neural Networks and Deep Learning,Dipesh Sharma,978-9937-884-87-7,Fiction,2019,Nepali,61,556.78,Fine Print,20
International Relations: Concepts and Theories,Gopal Yonzon,978-9937-748-23-8,Fiction,2024,English,87,1130.92,Ratna Pustak Bhandar,11
Gender Studies in Nepal,Shrawan Mukarung,978-9937-702-97-3,Children's books,2022,Newari,68,1571.7,Sajha Prakashan,16
History of Nepali Literature,Ashesh Malla,978-9937-855-33-1,Non-fiction,2024,Nepali,51,1012.1,Sajha Prakashan,6
Culture and Society in Nepal,Phatte Bahadur Singh,978-9937-541-29-0,Fiction,2018,English,1,434.99,Educational Publishing House,17
Ethics in Business,Prema Shah,978-9937-653-93-9,Fiction,2024,Nepali,97,1691.42,Nepalaya,7
Introduction to Law,Yogendra Kandel,978-9937-843-72-3,Fiction,2018,Nepali,87,313.3,Ekta Books,11
Criminal Justice in Nepal,Manoj Thapa,978-9937-874-16-1,Children's books,2023,English,49,1392.93,Ratna Pustak Bhandar,12
Comparative Politics: A Global Perspective,Maya Gurung,978-9937-317-30-0,Fiction,2021,Hindi,2,1044.31,Sajha Prakashan,11
Public Administration in Nepal,Subin Bhattarai,978-9937-926-81-2,Academic,2019,Nepali,50,1466.47,Ratna Pustak Bhandar,5
International Trade and Finance,Suman Pokhrel,978-9937-458-10-3,Non-fiction,2020,Hindi,34,866.97,Ratna Pustak Bhandar,16
Development Economics,Yogmaya Neupane,978-9937-460-61-5,Non-fiction,2024,Hindi,19,886.77,Bookhill,17
Macroeconomics: Theory and Applications,Samrat Upadhyay,978-9937-714-22-6,Fiction,2019,Hindi,19,1211.72,Educational Publishing House,13
Microeconomics: Principles and Practices,Suman Pokhrel,978-9937-148-52-9,Non-fiction,2024,Maithili,81,906.0,Fine Print,5
Socio-Economic Development in Nepal,Kamal Narayan Khand,978-9937-826-41-6,Fiction,2022,Maithili,91,259.63,Mandala Book Point,16
History of Modern Education in Nepal,Subin Bhattarai,978-9937-323-37-3,Fiction,2018,Nepali,17,1126.29,Mandala Book Point,14
Educational Leadership and Management,Sudeep Koirala,978-9937-198-79-3,Academic,2018,Nepali,90,594.54,Bookhill,19
Curriculum Development and Design,Ramesh Kshitij,978-9937-933-89-8,Fiction,2022,English,16,479.84,Bookhill,5
Assessment and Evaluation in Education,Krishna Kumar Bhandari,978-9937-161-48-6,Non-fiction,2024,Nepali,40,320.62,Himalayan Book Centre,17
Adult and Lifelong Learning,Bhupi Sherchan,978-9937-870-24-0,Fiction,2020,Nepali,80,400.8,Mandala Book Point,16
Distance Education and E-Learning,Gopal Yonzon,978-9937-716-36-8,Non-fiction,2018,English,50,1788.18,Educational Publishing House,17
Classroom Management Techniques,Siddhicharan Shrestha,978-9937-423-50-9,Fiction,2022,English,70,602.04,Nepalaya,5
Specialized Teaching Techniques,Gokul Joshi,978-9937-788-49-1,Children's books,2021,Nepali,94,946.67,Ekta Books,6
Language Teaching Methods,Narayan Wagle,978-9937-811-87-3,Non-fiction,2021,English,27,1070.89,Sajha Prakashan,11
Secondary Education in Nepal,Suman Pokhrel,978-9937-545-60-6,Fiction,2022,Newari,75,1226.58,Sajha Prakashan,12
Teacher Education and Training,Rita Thapa,978-9937-468-75-1,Fiction,2018,Newari,33,1655.18,Bookhill,19
Guidance and Counseling in Education,Krishna Kumar Bhandari,978-9937-599-32-7,Non-fiction,2019,English,45,543.51,Educational Publishing House,9
Cooperative Learning Strategies,Dharma Ratna Yami,978-9937-447-38-2,Academic,2020,Nepali,25,218.14,Educational Publishing House,9
Conflict Resolution and Mediation,Dhruba Chandra Gautam,978-9937-961-49-8,Non-fiction,2018,English,37,956.27,Nepalaya,20
History of Mathematics,Bhim Nidhi Tiwari,978-9937-545-73-7,Non-fiction,2021,English,65,525.16,Nepalaya,16
Calculus for Beginners,Bhanu Aacharya,978-9937-860-36-6,Fiction,2019,Hindi,61,1767.95,Nepalaya,7
Statistics for Social Science,Pratiksha Sharma,978-9937-771-68-0,Academic,2018,English,74,520.29,Fine Print,10
Research in Education,Gopal Yonzon,978-9937-121-22-5,Fiction,2020,Newari,34,281.61,Mandala Book Point,17
Creative Writing: Theory and Practice,Subash Bhandari,978-9937-772-22-1,Fiction,2021,Newari,12,755.59,Ratna Pustak Bhandar,13
Children's Literature: An Overview,Madan Mani Dixit,978-9937-938-45-7,Non-fiction,2018,Maithili,7,1960.94,Ekta Books,13
Understanding Cultural Diversity,Pawan Thapa,978-9937-276-97-6,Fiction,2019,Maithili,65,1086.93,Sajha Prakashan,18
Philosophy of Education,Ashesh Malla,978-9937-764-16-4,Academic,2022,English,20,998.52,Nepalaya,14
Psychology of Learning,Gokul Joshi,978-9937-267-90-3,Fiction,2022,Nepali,21,475.62,Himalayan Book Centre,20
Mathematical Logic and Reasoning,Abhijit Khatri,978-9937-957-97-4,Fiction,2023,English,57,204.18,Sajha Prakashan,6
English Literature: An Introduction,Phatte Bahadur Singh,978-9937-227-30-7,Fiction,2018,Maithili,32,520.63,Sajha Prakashan,17
Fundamentals of Logic,Krishna Bhooshan Bal,978-9937-397-76-5,Non-fiction,2021,Newari,53,409.68,Educational Publishing House,7
Systems of Linear Equations,Madhav Prasad Ghimire,978-9937-272-64-2,Children's books,2024,Hindi,2,979.87,Ratna Pustak Bhandar,7
Abstract Algebra: Concepts and Applications,Abhijit Khatri,978-9937-770-96-1,Academic,2023,Newari,74,646.08,Ratna Pustak Bhandar,8
Introduction to Topology,Kiran Shrestha,978-9937-706-80-2,Fiction,2024,Hindi,33,1398.31,Pragya Publications,9
Discreet Mathematics,Bhim Bahadur Koirala,978-9937-713-57-6,Non-fiction,2020,English,92,1505.79,Ratna Pustak Bhandar,18
Foundations of Geometry,Ashesh Malla,978-9937-502-92-3,Fiction,2020,Nepali,12,1808.19,Fine Print,11
Linear Algebra,Sudeep Koirala,978-9937-317-46-8,Academic,2022,Newari,100,789.08,Himalayan Book Centre,11
Statistical Inference,Ashesh Malla,978-9937-547-22-5,Fiction,2020,Hindi,25,711.56,Himalayan Book Centre,19
Combinatorial Mathematics,Sanjay Shrestha,978-9937-609-86-1,Non-fiction,2020,Newari,30,1802.94,Ekta Books,14
Mathematics for Economics,Nirakar Ghimire,978-9937-251-23-7,Academic,2019,Nepali,88,527.49,Educational Publishing House,7
Basic Electronics and Circuit Theory,Dinesh Sharma,978-9937-357-97-8,Academic,2023,Maithili,40,980.37,Fine Print,20
Mechanics and Thermodynamics,Rita Thapa,978-9937-173-59-7,Fiction,2023,Nepali,99,1408.6,Ratna Pustak Bhandar,13
Electromagnetism: Principles and Applications,Geeta Tripathee,978-9937-363-31-4,Non-fiction,2021,Nepali,4,224.79,Educational Publishing House,6
Waves and Optics,Dharanidhar Koirala,978-9937-838-92-2,Fiction,2018,Maithili,7,1179.2,Fine Print,5
Modern Physics: Concepts and Applications,Dharma Ratna Yami,978-9937-171-55-2,Fiction,2018,Hindi,36,1743.43,Pragya Publications,14
Introduction to Biotechnology,Sangita Thapa,978-9937-687-56-6,Fiction,2019,Newari,41,1131.19,Ratna Pustak Bhandar,5
Environmental Chemistry,Hangyug Agyat,978-9937-690-29-9,Fiction,2023,Hindi,94,1750.2,Ratna Pustak Bhandar,20
Organic Chemistry: Concepts and Applications,Khagendra Sangraula,978-9937-107-39-9,Fiction,2022,Nepali,77,1042.85,Nepalaya,20
Inorganic Chemistry: Principles and Practices,Nirakar Ghimire,978-9937-943-78-2,Fiction,2021,English,24,1893.12,Bookhill,12
Analytical Chemistry Techniques,Anupama Bhattarai,978-9937-562-23-8,Fiction,2020,English,58,1624.61,Ratna Pustak Bhandar,18
Research in Environmental Science,Ramesh Bikal,978-9937-168-10-0,Fiction,2019,English,78,1769.0,Bookhill,12
Introduction to Public Health,Manoj Kumar Sitaula,978-9937-632-21-4,Academic,2022,Nepali,91,1692.32,Himalayan Book Centre,17
Health Systems and Policies,Rajan Mukarung,978-9937-345-44-7,Fiction,2023,Nepali,58,1331.25,Educational Publishing House,8
Nutritional Science and Dietetics,Kamala Panta,978-9937-825-66-0,Non-fiction,2024,Maithili,60,1054.0,Sajha Prakashan,10
Pharmacology: Basic Concepts,Banira Giri,978-9937-691-96-0,Academic,2024,English,22,641.09,Sajha Prakashan,9
Medical Terminology,Aastha Sharma,978-9937-254-81-6,Non-fiction,2021,Newari,66,688.95,Nepalaya,19
Health Informatics,Ram Bahadur Chhetri,978-9937-432-40-3,Academic,2023,Maithili,41,576.49,Educational Publishing House,18
Emergency Management in Health Care,Kamala Panta,978-9937-324-17-9,Fiction,2019,English,50,732.87,Educational Publishing House,15
Introduction to Nursing,Kamal Narayan Khand,978-9937-704-45-0,Fiction,2024,Newari,48,1050.91,Mandala Book Point,18
Fundamentals of Midwifery,Buddhisagar,978-9937-674-15-3,Academic,2021,Maithili,63,719.72,Himalayan Book Centre,6
Philosophy of Nursing,Bhanu Aacharya,978-9937-877-94-7,Non-fiction,2022,Newari,74,403.12,Himalayan Book Centre,8
Patient Care and Management,Anita Shrestha,978-9937-889-57-8,Children's books,2018,English,65,826.48,Pragya Publications,6
Healthcare Quality Management,Sarita Ghimire,978-9937-409-55-2,Academic,2020,Nepali,21,269.43,Fine Print,8
